Iteration,Xk,FXk 
808,"[0.099055, 0.083861, -0.41163, 0.6931, 0.24578, 0.11354, 0.058627, 0.10184, -0.25118, 0.023228, 0.33766, 0.75092, 0.55817, -0.13268, 0.12214, -0.19051, 0.19695, 0.082316, 0.066912, -0.38154, -0.10911, -0.29822, -0.53142, -0.78416, 0.20046, 0.26797, -0.28223, 0.17056, 0.041973]",17.573
809,"[0.09906, 0.083884, -0.41178, 0.69318, 0.24568, 0.11346, 0.058714, 0.10172, -0.25127, 0.023307, 0.33767, 0.75102, 0.55819, -0.13281, 0.12217, -0.19062, 0.19689, 0.082255, 0.066884, -0.38157, -0.10919, -0.29839, -0.53156, -0.78421, 0.20033, 0.2679, -0.28231, 0.17064, 0.042063]",17.572
810,"[0.099107, 0.083937, -0.41178, 0.69323, 0.2457, 0.11348, 0.058771, 0.10174, -0.25125, 0.02337, 0.33772, 0.75108, 0.55823, -0.13279, 0.12222, -0.19059, 0.19692, 0.082286, 0.066921, -0.38153, -0.10916, -0.29838, -0.53155, -0.78417, 0.20035, 0.26793, -0.28228, 0.17069, 0.04212]",17.573
811,"[0.099107, 0.083962, -0.41192, 0.69331, 0.24559, 0.11339, 0.058854, 0.10162, -0.25135, 0.023451, 0.33773, 0.75117, 0.55824, -0.13292, 0.12225, -0.1907, 0.19686, 0.082215, 0.066898, -0.38156, -0.10924, -0.29854, -0.53168, -0.78422, 0.20022, 0.26786, -0.28237, 0.17077, 0.042219]",17.57
812,"[0.099154, 0.084015, -0.41192, 0.69336, 0.24561, 0.11342, 0.05891, 0.10164, -0.25133, 0.023514, 0.33778, 0.75123, 0.55829, -0.1329, 0.1223, -0.19067, 0.19689, 0.082246, 0.066937, -0.38152, -0.10921, -0.29853, -0.53167, -0.78418, 0.20024, 0.26789, -0.28234, 0.17082, 0.042277]",17.57
813,"[0.099157, 0.084041, -0.41207, 0.69344, 0.2455, 0.11333, 0.059, 0.10152, -0.25143, 0.023594, 0.33779, 0.75133, 0.55831, -0.13303, 0.12233, -0.19078, 0.19683, 0.082179, 0.066906, -0.38154, -0.10929, -0.2987, -0.53181, -0.78423, 0.20011, 0.26782, -0.28243, 0.1709, 0.042375]",17.57
814,"[0.099205, 0.084094, -0.41207, 0.69349, 0.24552, 0.11336, 0.059056, 0.10154, -0.25141, 0.023656, 0.33784, 0.75139, 0.55835, -0.13301, 0.12238, -0.19075, 0.19686, 0.08221, 0.066944, -0.3815, -0.10926, -0.29869, -0.5318, -0.7842, 0.20014, 0.26785, -0.2824, 0.17095, 0.04243]",17.57
815,"[0.099213, 0.084115, -0.41222, 0.69358, 0.24541, 0.11327, 0.059139, 0.10142, -0.25151, 0.023739, 0.33785, 0.75149, 0.55837, -0.13314, 0.12241, -0.19085, 0.19679, 0.08214, 0.066923, -0.38152, -0.10934, -0.29887, -0.53193, -0.78424, 0.20001, 0.26779, -0.28249, 0.17103, 0.04252]",17.568
816,"[0.099259, 0.084166, -0.41222, 0.69363, 0.24543, 0.1133, 0.059195, 0.10144, -0.25149, 0.0238, 0.3379, 0.75155, 0.55841, -0.13312, 0.12246, -0.19082, 0.19682, 0.08217, 0.06696, -0.38148, -0.10931, -0.29886, -0.53192, -0.7842, 0.20004, 0.26782, -0.28246, 0.17108, 0.042576]",17.57
817,"[0.099257, 0.084178, -0.41234, 0.69369, 0.24534, 0.11323, 0.059262, 0.10134, -0.25157, 0.023857, 0.33791, 0.75162, 0.55842, -0.13322, 0.12248, -0.1909, 0.19677, 0.082115, 0.066929, -0.3815, -0.10938, -0.299, -0.53203, -0.78424, 0.19992, 0.26776, -0.28254, 0.17114, 0.042654]",17.568
818,"[0.099302, 0.084226, -0.41234, 0.69374, 0.24536, 0.11325, 0.059316, 0.10135, -0.25155, 0.023916, 0.33795, 0.75168, 0.55846, -0.13321, 0.12253, -0.19088, 0.1968, 0.082142, 0.066964, -0.38147, -0.10935, -0.29899, -0.53202, -0.78421, 0.19994, 0.26778, -0.28252, 0.17119, 0.042709]",17.567
819,"[0.099302, 0.084243, -0.41247, 0.6938, 0.24527, 0.11317, 0.05938, 0.10125, -0.25163, 0.023973, 0.33796, 0.75175, 0.55847, -0.13332, 0.12255, -0.19097, 0.19674, 0.082085, 0.066939, -0.38149, -0.10942, -0.29913, -0.53213, -0.78425, 0.19983, 0.26772, -0.28259, 0.17125, 0.042785]",17.567
820,"[0.099347, 0.084292, -0.41247, 0.69385, 0.24529, 0.11319, 0.059435, 0.10126, -0.25161, 0.024032, 0.338, 0.75181, 0.55851, -0.1333, 0.1226, -0.19095, 0.19677, 0.082114, 0.066974, -0.38145, -0.10939, -0.29912, -0.53212, -0.78422, 0.19985, 0.26774, -0.28256, 0.1713, 0.04284]",17.566
821,"[0.099343, 0.084309, -0.41259, 0.69391, 0.2452, 0.11312, 0.059497, 0.10115, -0.25169, 0.024088, 0.33801, 0.75188, 0.55853, -0.13341, 0.12262, -0.19104, 0.19671, 0.082058, 0.066949, -0.38147, -0.10946, -0.29926, -0.53223, -0.78426, 0.19975, 0.26768, -0.28263, 0.17136, 0.04291]",17.568
822,"[0.099386, 0.084358, -0.41259, 0.69396, 0.24522, 0.11314, 0.059551, 0.10116, -0.25167, 0.024146, 0.33805, 0.75194, 0.55857, -0.1334, 0.12267, -0.19102, 0.19674, 0.082087, 0.066981, -0.38143, -0.10943, -0.29925, -0.53222, -0.78423, 0.19977, 0.2677, -0.28261, 0.17141, 0.042965]",17.567
823,"[0.099384, 0.084377, -0.41272, 0.69402, 0.24513, 0.11307, 0.059612, 0.10106, -0.25175, 0.024209, 0.33806, 0.75201, 0.55859, -0.1335, 0.12269, -0.19111, 0.19669, 0.082031, 0.066958, -0.38146, -0.1095, -0.29939, -0.53233, -0.78427, 0.19964, 0.26764, -0.28269, 0.17147, 0.043047]",17.566
824,"[0.099427, 0.084426, -0.41272, 0.69407, 0.24515, 0.11309, 0.059666, 0.10107, -0.25173, 0.024269, 0.3381, 0.75207, 0.55863, -0.13349, 0.12274, -0.19109, 0.19672, 0.08206, 0.066993, -0.38142, -0.10947, -0.29938, -0.53232, -0.78424, 0.19966, 0.26766, -0.28267, 0.17152, 0.043102]",17.566
825,"[0.099425, 0.08444, -0.41285, 0.69414, 0.24505, 0.11301, 0.059736, 0.10097, -0.25182, 0.024337, 0.33811, 0.75215, 0.55865, -0.13361, 0.12276, -0.19118, 0.19666, 0.082001, 0.066968, -0.38144, -0.10954, -0.29953, -0.53244, -0.78428, 0.19955, 0.26759, -0.28275, 0.17159, 0.043188]",17.566
826,"[0.099468, 0.08449, -0.41285, 0.69419, 0.24507, 0.11303, 0.059789, 0.10098, -0.2518, 0.024397, 0.33815, 0.75221, 0.55869, -0.13359, 0.12281, -0.19116, 0.19669, 0.082029, 0.067002, -0.3814, -0.10951, -0.29953, -0.53243, -0.78425, 0.19957, 0.26761, -0.28273, 0.17164, 0.043242]",17.564
827,"[0.099474, 0.084521, -0.41302, 0.69428, 0.24495, 0.11294, 0.059881, 0.10085, -0.2519, 0.024484, 0.33816, 0.75232, 0.55872, -0.13372, 0.12284, -0.19126, 0.19663, 0.081959, 0.066971, -0.38142, -0.1096, -0.29972, -0.53257, -0.7843, 0.19943, 0.26753, -0.28282, 0.17173, 0.043351]",17.564
828,"[0.099521, 0.084573, -0.41302, 0.69433, 0.24497, 0.11297, 0.059937, 0.10087, -0.25188, 0.024545, 0.33821, 0.75238, 0.55876, -0.1337, 0.12289, -0.19123, 0.19666, 0.08199, 0.06701, -0.38138, -0.10957, -0.29971, -0.53256, -0.78426, 0.19946, 0.26756, -0.28279, 0.17178, 0.043407]",17.564
829,"[0.099527, 0.084602, -0.41319, 0.69442, 0.24486, 0.11288, 0.060035, 0.10073, -0.25198, 0.024631, 0.33823, 0.75248, 0.55878, -0.13384, 0.12293, -0.19135, 0.19659, 0.081918, 0.066981, -0.38141, -0.10966, -0.29989, -0.53271, -0.7843, 0.19932, 0.26748, -0.28289, 0.17188, 0.043516]",17.563
830,"[0.099575, 0.084656, -0.41319, 0.69447, 0.24488, 0.11291, 0.060092, 0.10075, -0.25196, 0.024695, 0.33828, 0.75254, 0.55883, -0.13382, 0.12298, -0.19132, 0.19662, 0.081951, 0.06702, -0.38137, -0.10963, -0.29988, -0.5327, -0.78426, 0.19935, 0.26751, -0.28286, 0.17193, 0.043573]",17.564
831,"[0.099586, 0.084704, -0.4134, 0.6946, 0.24473, 0.11281, 0.06022, 0.10058, -0.25208, 0.024816, 0.33831, 0.75268, 0.55886, -0.13398, 0.12303, -0.19146, 0.19654, 0.081867, 0.066991, -0.3814, -0.10974, -0.30011, -0.53288, -0.78431, 0.19917, 0.26742, -0.28298, 0.17205, 0.04372]",17.563
832,"[0.099639, 0.084762, -0.41339, 0.69466, 0.24476, 0.11284, 0.06028, 0.1006, -0.25205, 0.024884, 0.33836, 0.75275, 0.55891, -0.13396, 0.12309, -0.19143, 0.19658, 0.081905, 0.067033, -0.38136, -0.1097, -0.30009, -0.53286, -0.78427, 0.19921, 0.26745, -0.28295, 0.17211, 0.043781]",17.564
833,"[0.099649, 0.084802, -0.41358, 0.69477, 0.24463, 0.11274, 0.060404, 0.10045, -0.25217, 0.024995, 0.33838, 0.75288, 0.55894, -0.13411, 0.12313, -0.19155, 0.1965, 0.081818, 0.067006, -0.38139, -0.10979, -0.30031, -0.53303, -0.78433, 0.19904, 0.26737, -0.28306, 0.17222, 0.043918]",17.561
834,"[0.099699, 0.084859, -0.41357, 0.69482, 0.24465, 0.11277, 0.060463, 0.10047, -0.25214, 0.02506, 0.33843, 0.75294, 0.55899, -0.13409, 0.12318, -0.19152, 0.19654, 0.081854, 0.067046, -0.38135, -0.10975, -0.3003, -0.53301, -0.78429, 0.19907, 0.2674, -0.28303, 0.17228, 0.043977]",17.562
835,"[0.099722, 0.084908, -0.41378, 0.69495, 0.24449, 0.11266, 0.060592, 0.10031, -0.25226, 0.025185, 0.33845, 0.75308, 0.55903, -0.13426, 0.12323, -0.19166, 0.19646, 0.081771, 0.067016, -0.38138, -0.10986, -0.30053, -0.5332, -0.78434, 0.19888, 0.26731, -0.28315, 0.17242, 0.044121]",17.561
836,"[0.099775, 0.084966, -0.41377, 0.69501, 0.24452, 0.11269, 0.060652, 0.10033, -0.25223, 0.025252, 0.3385, 0.75315, 0.55908, -0.13423, 0.12329, -0.19163, 0.1965, 0.081809, 0.067059, -0.38134, -0.10982, -0.30051, -0.53318, -0.7843, 0.19892, 0.26734, -0.28312, 0.17248, 0.04418]",17.561
837,"[0.099781, 0.085003, -0.41394, 0.6951, 0.2444, 0.1126, 0.060754, 0.10019, -0.25234, 0.025354, 0.33852, 0.75327, 0.55911, -0.13437, 0.12332, -0.19174, 0.19643, 0.081728, 0.067028, -0.38136, -0.10992, -0.30071, -0.53334, -0.78435, 0.19877, 0.26726, -0.28321, 0.17259, 0.044298]",17.557
838,"[0.09983, 0.085057, -0.41394, 0.69515, 0.24442, 0.11263, 0.06081, 0.10021, -0.25232, 0.025418, 0.33857, 0.75333, 0.55916, -0.13435, 0.12337, -0.19171, 0.19646, 0.081761, 0.067066, -0.38132, -0.10989, -0.3007, -0.53333, -0.78431, 0.1988, 0.26729, -0.28318, 0.17264, 0.044355]",17.558
839,"[0.099849, 0.08511, -0.41415, 0.69527, 0.24427, 0.11252, 0.060939, 0.10004, -0.25245, 0.025544, 0.3386, 0.75349, 0.5592, -0.13452, 0.12343, -0.19185, 0.19638, 0.081677, 0.067032, -0.38134, -0.10999, -0.30094, -0.53352, -0.78437, 0.19861, 0.2672, -0.2833, 0.17277, 0.044496]",17.558
840,"[0.099901, 0.085167, -0.41414, 0.69533, 0.2443, 0.11255, 0.061, 0.10006, -0.25242, 0.02561, 0.33865, 0.75356, 0.55925, -0.1345, 0.12349, -0.19182, 0.19642, 0.081715, 0.067074, -0.3813, -0.10995, -0.30092, -0.5335, -0.78433, 0.19865, 0.26723, -0.28326, 0.17283, 0.044556]",17.558
841,"[0.099906, 0.085189, -0.41429, 0.69542, 0.24419, 0.11246, 0.061087, 0.099938, -0.25252, 0.025697, 0.33866, 0.75366, 0.55927, -0.13464, 0.12352, -0.19192, 0.19636, 0.081655, 0.067041, -0.38132, -0.11004, -0.30109, -0.53364, -0.78438, 0.19851, 0.26715, -0.28334, 0.17292, 0.044665]",17.556
842,"[0.099952, 0.085241, -0.41429, 0.69547, 0.24421, 0.11249, 0.061143, 0.099954, -0.2525, 0.025758, 0.33871, 0.75372, 0.55931, -0.13462, 0.12357, -0.19189, 0.19639, 0.081687, 0.067079, -0.38128, -0.11001, -0.30108, -0.53363, -0.78435, 0.19853, 0.26718, -0.28331, 0.17297, 0.04472]",17.555
843,"[0.099955, 0.08528, -0.41447, 0.69558, 0.24408, 0.11239, 0.061246, 0.09981, -0.25261, 0.025858, 0.33873, 0.75384, 0.55935, -0.13477, 0.12361, -0.19202, 0.19632, 0.081616, 0.06705, -0.3813, -0.1101, -0.30128, -0.53378, -0.7844, 0.19837, 0.2671, -0.28341, 0.17308, 0.044845]",17.553
844,"[0.1, 0.085334, -0.41447, 0.69563, 0.2441, 0.11242, 0.061302, 0.099828, -0.25259, 0.025922, 0.33878, 0.7539, 0.5594, -0.13475, 0.12366, -0.19199, 0.19635, 0.081649, 0.067091, -0.38126, -0.11007, -0.30127, -0.53377, -0.78436, 0.1984, 0.26713, -0.28338, 0.17313, 0.044902]",17.555
845,"[0.10003, 0.085384, -0.41474, 0.69577, 0.24392, 0.1123, 0.061467, 0.099631, -0.25274, 0.026087, 0.33882, 0.75408, 0.55946, -0.13496, 0.12373, -0.19215, 0.19625, 0.081562, 0.067054, -0.38129, -0.11019, -0.30155, -0.534, -0.78442, 0.19822, 0.26702, -0.28352, 0.17329, 0.045081]",17.555
846,"[0.10009, 0.085447, -0.41473, 0.69583, 0.24395, 0.11233, 0.06153, 0.099656, -0.25271, 0.026158, 0.33888, 0.75415, 0.55951, -0.13493, 0.12379, -0.19211, 0.19629, 0.081603, 0.067101, -0.38124, -0.11015, -0.30153, -0.53398, -0.78437, 0.19826, 0.26706, -0.28348, 0.17335, 0.045144]",17.555
847,"[0.1001, 0.085501, -0.41492, 0.69595, 0.24381, 0.11222, 0.061652, 0.099502, -0.25283, 0.026276, 0.33891, 0.75429, 0.55955, -0.13509, 0.12383, -0.19225, 0.19622, 0.081528, 0.06708, -0.38126, -0.11025, -0.30176, -0.53416, -0.78442, 0.19808, 0.26697, -0.28359, 0.17346, 0.04528]",17.554
848,"[0.10015, 0.085557, -0.41491, 0.696, 0.24383, 0.11225, 0.061711, 0.099524, -0.2528, 0.026341, 0.33896, 0.75435, 0.5596, -0.13506, 0.12389, -0.19222, 0.19626, 0.081564, 0.067121, -0.38122, -0.11021, -0.30175, -0.53414, -0.78438, 0.19811, 0.267, -0.28356, 0.17352, 0.045338]",17.552
849,"[0.10015, 0.085594, -0.4151, 0.69611, 0.2437, 0.11215, 0.061829, 0.099379, -0.25292, 0.026445, 0.33898, 0.75447, 0.55964, -0.13521, 0.12394, -0.19235, 0.19619, 0.081493, 0.067094, -0.38124, -0.11031, -0.30195, -0.53431, -0.78443, 0.19794, 0.26692, -0.28366, 0.17363, 0.045469]",17.552
850,"[0.1002, 0.085648, -0.4151, 0.69616, 0.24372, 0.11218, 0.061886, 0.099398, -0.25289, 0.02651, 0.33903, 0.75453, 0.55969, -0.13519, 0.12399, -0.19232, 0.19622, 0.081526, 0.067135, -0.3812, -0.11027, -0.30194, -0.5343, -0.78439, 0.19797, 0.26695, -0.28363, 0.17369, 0.045526]",17.551
851,"[0.10022, 0.085711, -0.41533, 0.69629, 0.24357, 0.11207, 0.062024, 0.099227, -0.25302, 0.026652, 0.33907, 0.7547, 0.55974, -0.13539, 0.12405, -0.19247, 0.19614, 0.081421, 0.067097, -0.38123, -0.11038, -0.3022, -0.5345, -0.78446, 0.1978, 0.26685, -0.28376, 0.17383, 0.045697]",17.55
852,"[0.10027, 0.085768, -0.41532, 0.69635, 0.2436, 0.1121, 0.062084, 0.099251, -0.25299, 0.02672, 0.33912, 0.75477, 0.55979, -0.13536, 0.12411, -0.19244, 0.19618, 0.081458, 0.067141, -0.38119, -0.11034, -0.30218, -0.53448, -0.78442, 0.19784, 0.26688, -0.28372, 0.17389, 0.045757]",17.55
853,"[0.10027, 0.085805, -0.41549, 0.69644, 0.24347, 0.11201, 0.062186, 0.099119, -0.25309, 0.026825, 0.33914, 0.75489, 0.55982, -0.1355, 0.12415, -0.19255, 0.1961, 0.08139, 0.067116, -0.38121, -0.11044, -0.30237, -0.53463, -0.78447, 0.19769, 0.26681, -0.28383, 0.17399, 0.045871]",17.55
854,"[0.10032, 0.085859, -0.41549, 0.69649, 0.24349, 0.11204, 0.062242, 0.099137, -0.25307, 0.026888, 0.33919, 0.75495, 0.55986, -0.13548, 0.1242, -0.19252, 0.19613, 0.081424, 0.067155, -0.38117, -0.11041, -0.30236, -0.53462, -0.78443, 0.19772, 0.26684, -0.2838, 0.17404, 0.045927]",17.549
855,"[0.10033, 0.085896, -0.41568, 0.6966, 0.24336, 0.11195, 0.06236, 0.098992, -0.25319, 0.027003, 0.33921, 0.75508, 0.55989, -0.13564, 0.12424, -0.19265, 0.19606, 0.08135, 0.067125, -0.38119, -0.1105, -0.30256, -0.53479, -0.78448, 0.19755, 0.26676, -0.28391, 0.17415, 0.046052]",17.551
856,"[0.10038, 0.08595, -0.41568, 0.69665, 0.24338, 0.11198, 0.062417, 0.099011, -0.25316, 0.027067, 0.33926, 0.75514, 0.55994, -0.13562, 0.12429, -0.19262, 0.19609, 0.081385, 0.067165, -0.38115, -0.11046, -0.30255, -0.53478, -0.78444, 0.19758, 0.26679, -0.28388, 0.17421, 0.04611]",17.547
857,"[0.10039, 0.085996, -0.4159, 0.69678, 0.24323, 0.11187, 0.062543, 0.098858, -0.2533, 0.027201, 0.33928, 0.75529, 0.55998, -0.13579, 0.12434, -0.19276, 0.19601, 0.081301, 0.067134, -0.38117, -0.11056, -0.30278, -0.53497, -0.7845, 0.19739, 0.26671, -0.28399, 0.17434, 0.046263]",17.547
858,"[0.10044, 0.086053, -0.41589, 0.69684, 0.24326, 0.1119, 0.062604, 0.09888, -0.25327, 0.027268, 0.33933, 0.75536, 0.56003, -0.13576, 0.1244, -0.19273, 0.19605, 0.081338, 0.067177, -0.38113, -0.11052, -0.30276, -0.53495, -0.78446, 0.19743, 0.26674, -0.28395, 0.1744, 0.046322]",17.547
859,"[0.10044, 0.08607, -0.41603, 0.69691, 0.24316, 0.11182, 0.06268, 0.098773, -0.25336, 0.027346, 0.33934, 0.75545, 0.56005, -0.13589, 0.12442, -0.19283, 0.19599, 0.08128, 0.067153, -0.38116, -0.1106, -0.30292, -0.53507, -0.7845, 0.19731, 0.26667, -0.28403, 0.17447, 0.046412]",17.547
860,"[0.10048, 0.08612, -0.41603, 0.69696, 0.24318, 0.11184, 0.062734, 0.098788, -0.25334, 0.027407, 0.33938, 0.75551, 0.56009, -0.13587, 0.12447, -0.1928, 0.19602, 0.08131, 0.067189, -0.38112, -0.11057, -0.30291, -0.53506, -0.78447, 0.19733, 0.2667, -0.284, 0.17452, 0.046466]",17.547
861,"[0.10049, 0.086154, -0.4162, 0.69705, 0.24307, 0.11175, 0.062831, 0.098659, -0.25344, 0.027501, 0.33939, 0.75561, 0.56011, -0.136, 0.12451, -0.19291, 0.19595, 0.081239, 0.06716, -0.38114, -0.11066, -0.30309, -0.5352, -0.78452, 0.19719, 0.26662, -0.28409, 0.17461, 0.046575]",17.546
862,"[0.10054, 0.086206, -0.4162, 0.6971, 0.24309, 0.11178, 0.062885, 0.098675, -0.25342, 0.027563, 0.33944, 0.75567, 0.56015, -0.13598, 0.12456, -0.19288, 0.19598, 0.08127, 0.067196, -0.3811, -0.11063, -0.30308, -0.53519, -0.78448, 0.19722, 0.26664, -0.28406, 0.17466, 0.046629]",17.546
863,"[0.10054, 0.086245, -0.41638, 0.6972, 0.24296, 0.11168, 0.062985, 0.098536, -0.25353, 0.02767, 0.33946, 0.75579, 0.56018, -0.13613, 0.1246, -0.193, 0.19592, 0.081196, 0.067173, -0.38113, -0.11073, -0.30328, -0.53536, -0.78452, 0.19709, 0.26657, -0.28416, 0.17476, 0.046742]",17.545
864,"[0.10059, 0.086299, -0.41638, 0.69725, 0.24298, 0.11171, 0.063041, 0.098555, -0.2535, 0.027733, 0.33951, 0.75585, 0.56023, -0.13611, 0.12465, -0.19297, 0.19595, 0.08123, 0.067212, -0.38109, -0.1107, -0.30327, -0.53535, -0.78448, 0.19712, 0.2666, -0.28413, 0.17481, 0.046799]",17.544
865,"[0.1006, 0.086331, -0.41656, 0.69735, 0.24285, 0.11162, 0.063144, 0.098414, -0.25361, 0.027836, 0.33952, 0.75597, 0.56026, -0.13626, 0.12469, -0.19309, 0.19588, 0.081163, 0.06718, -0.38112, -0.11079, -0.30347, -0.53551, -0.78453, 0.19696, 0.26652, -0.28423, 0.17492, 0.04693]",17.544
866,"[0.10065, 0.086386, -0.41655, 0.6974, 0.24287, 0.11165, 0.063201, 0.098432, -0.25359, 0.027898, 0.33957, 0.75603, 0.5603, -0.13624, 0.12474, -0.19306, 0.19591, 0.081197, 0.06722, -0.38108, -0.11076, -0.30346, -0.5355, -0.78449, 0.19699, 0.26655, -0.2842, 0.17497, 0.046987]",17.543
867,"[0.1007, 0.086486, -0.4169, 0.69763, 0.24262, 0.11146, 0.063455, 0.098165, -0.2538, 0.028152, 0.33964, 0.75631, 0.56039, -0.13653, 0.12485, -0.19328, 0.1958, 0.08107, 0.067173, -0.38111, -0.11091, -0.30385, -0.5358, -0.78458, 0.19672, 0.26642, -0.28438, 0.1752, 0.047254]",17.542
868,"[0.10076, 0.086554, -0.41688, 0.6977, 0.24266, 0.1115, 0.063524, 0.098197, -0.25376, 0.02823, 0.3397, 0.75639, 0.56045, -0.13649, 0.12492, -0.19323, 0.19585, 0.081119, 0.067227, -0.38106, -0.11086, -0.30382, -0.53577, -0.78453, 0.19677, 0.26646, -0.28433, 0.17527, 0.047322]",17.541
869,"[0.10078, 0.08664, -0.41716, 0.69787, 0.24247, 0.11137, 0.063701, 0.097989, -0.25393, 0.028407, 0.33973, 0.7566, 0.56051, -0.13671, 0.12499, -0.19342, 0.19575, 0.081023, 0.067197, -0.38108, -0.11099, -0.30411, -0.53601, -0.7846, 0.19657, 0.26634, -0.28447, 0.17544, 0.047525]",17.541
870,"[0.10084, 0.086703, -0.41715, 0.69793, 0.2425, 0.11141, 0.063764, 0.098016, -0.2539, 0.028479, 0.33979, 0.75667, 0.56056, -0.13668, 0.12505, -0.19338, 0.19579, 0.081066, 0.067245, -0.38103, -0.11095, -0.30409, -0.53599, -0.78455, 0.19661, 0.26638, -0.28443, 0.1755, 0.047589]",17.539
871,"[0.10088, 0.086779, -0.41743, 0.69811, 0.24232, 0.11128, 0.063947, 0.097802, -0.25407, 0.028647, 0.33985, 0.75688, 0.56062, -0.13692, 0.12513, -0.19356, 0.19569, 0.080964, 0.067204, -0.38105, -0.1111, -0.30439, -0.53623, -0.78462, 0.19641, 0.26626, -0.28459, 0.17568, 0.047798]",17.539
872,"[0.10094, 0.086842, -0.41742, 0.69817, 0.24235, 0.11132, 0.06401, 0.097829, -0.25404, 0.028719, 0.33991, 0.75695, 0.56067, -0.13689, 0.12519, -0.19352, 0.19573, 0.081006, 0.067251, -0.381, -0.11106, -0.30437, -0.53621, -0.78457, 0.19645, 0.2663, -0.28455, 0.17574, 0.047861]",17.536
873,"[0.10096, 0.08691, -0.41768, 0.69832, 0.24216, 0.1112, 0.064181, 0.097638, -0.25419, 0.0289, 0.33994, 0.75715, 0.56072, -0.1371, 0.12526, -0.19371, 0.19565, 0.080898, 0.067217, -0.38102, -0.11119, -0.30465, -0.53644, -0.78463, 0.19625, 0.26619, -0.28468, 0.17591, 0.048057]",17.537
874,"[0.10101, 0.086971, -0.41767, 0.69838, 0.24219, 0.11124, 0.064243, 0.097664, -0.25416, 0.028969, 0.33999, 0.75722, 0.56077, -0.13707, 0.12532, -0.19367, 0.19569, 0.080939, 0.067263, -0.38097, -0.11115, -0.30463, -0.53642, -0.78459, 0.19629, 0.26622, -0.28464, 0.17597, 0.048119]",17.537
875,"[0.10106, 0.08705, -0.41796, 0.69855, 0.242, 0.11109, 0.064432, 0.097454, -0.25432, 0.029174, 0.34003, 0.75743, 0.56083, -0.1373, 0.12539, -0.19385, 0.19559, 0.080839, 0.067242, -0.38099, -0.11128, -0.30495, -0.53666, -0.78467, 0.19603, 0.2661, -0.28478, 0.17615, 0.048324]",17.535
876,"[0.10112, 0.087113, -0.41795, 0.69861, 0.24203, 0.11113, 0.064497, 0.097482, -0.25428, 0.029248, 0.34009, 0.7575, 0.56088, -0.13727, 0.12545, -0.19381, 0.19563, 0.080883, 0.06729, -0.38094, -0.11124, -0.30493, -0.53664, -0.78462, 0.19607, 0.26614, -0.28474, 0.17621, 0.048387]",17.535
877,"[0.10117, 0.087235, -0.41835, 0.69887, 0.24179, 0.11093, 0.064779, 0.097185, -0.2545, 0.029507, 0.34017, 0.7578, 0.56097, -0.13759, 0.12559, -0.19405, 0.19551, 0.080738, 0.067267, -0.38096, -0.11142, -0.30535, -0.53698, -0.7847, 0.19577, 0.26598, -0.28495, 0.1765, 0.048692]",17.535
878,"[0.10124, 0.087307, -0.41833, 0.69894, 0.24183, 0.11098, 0.06485, 0.097219, -0.25446, 0.029587, 0.34023, 0.75788, 0.56103, -0.13755, 0.12566, -0.194, 0.19556, 0.080789, 0.067322, -0.3809, -0.11137, -0.30532, -0.53695, -0.78465, 0.19582, 0.26602, -0.2849, 0.17657, 0.048761]",17.532
879,"[0.1013, 0.08745, -0.41877, 0.69923, 0.24154, 0.11075, 0.065152, 0.096917, -0.2547, 0.029906, 0.34031, 0.75823, 0.56116, -0.13789, 0.12579, -0.19426, 0.19543, 0.080638, 0.067297, -0.38092, -0.11156, -0.30579, -0.53733, -0.78473, 0.19548, 0.26584, -0.28511, 0.17685, 0.049113]",17.532
880,"[0.10137, 0.087524, -0.41875, 0.6993, 0.24158, 0.1108, 0.065224, 0.096954, -0.25466, 0.02999, 0.34038, 0.75831, 0.56122, -0.13785, 0.12586, -0.19421, 0.19548, 0.080692, 0.067356, -0.38086, -0.1115, -0.30576, -0.5373, -0.78467, 0.19553, 0.26589, -0.28506, 0.17692, 0.049186]",17.532
881,"[0.1015, 0.08784, -0.41954, 0.69988, 0.24104, 0.11047, 0.065824, 0.096386, -0.25505, 0.030606, 0.3406, 0.759, 0.56146, -0.13847, 0.12619, -0.1947, 0.19524, 0.080424, 0.067293, -0.38091, -0.11183, -0.30661, -0.53793, -0.7848, 0.1949, 0.26559, -0.28544, 0.17754, 0.049881]",17.528
882,"[0.10159, 0.087937, -0.4195, 0.69997, 0.2411, 0.11054, 0.065916, 0.096442, -0.25499, 0.030711, 0.34069, 0.7591, 0.56154, -0.13841, 0.12628, -0.19463, 0.19531, 0.080499, 0.067372, -0.38083, -0.11175, -0.30656, -0.53788, -0.78472, 0.19498, 0.26566, -0.28537, 0.17763, 0.04997]",17.526
883,"[0.10178, 0.088306, -0.42043, 0.70071, 0.24048, 0.11013, 0.066653, 0.095705, -0.25553, 0.031448, 0.34094, 0.75997, 0.56185, -0.13915, 0.12667, -0.19517, 0.19504, 0.080227, 0.067353, -0.38081, -0.11214, -0.30759, -0.53866, -0.78488, 0.1942, 0.26529, -0.28578, 0.17835, 0.050785]",17.525
